Folio	CIF	Nombre	Segundo Nombre	Primer Apellido	Segundo Apellido	Telefono	Domicilio	Estado	Plaza	Regional
93428	391974	Rosa	Hermelinda	Ramírez	Grijalva	7158165123	"Circunvalación Mauritania 965 031 Vieja Turquía, AGS 74246"	Morelos	39	CENTRO
302673	371060	Miriam	Luz	Correa	Rivera	8997144342	"Avenida Zamudio 459 Interior 918 Nueva Bélgica, DGO 51517"	Hidalgo	16	OCCIDENTE
993417	941447	Ignacio	Marco Antonio	Naranjo	Ozuna	4734280864	"Retorno Sur Tejada 521 283 San Rubén de la Montaña, COAH 04954-4385"	Durango	15	OCCIDENTE
937978	438503	Tomás	Marcela	Contreras	Trejo	8136606715	"Callejón Norte Saldivar 257 Edif. 988 , Depto. 538 San Cecilia los bajos, MICH 21223-6152"	Campeche	32	CENTRO
16169	746048	Reynaldo	Abril	Valladares	Sarabia	8310340917	"Andador Sur Carreón 502 196 Nueva Jamaica, PUE 09738"	Baja California	25	CENTRO
951545	78531	Isaac	Ariadna	Bonilla	Burgos	3413315980	"Diagonal Eritrea 868 Edif. 711 , Depto. 760 San Esparta los bajos, QRO 38787-7787"	Aguascalientes	3	OCCIDENTE
475869	300773	Lorenzo	Teodoro	Ruelas	Armenta	2051903146	"Circuito Tafoya 440 Interior 380 Nueva San Marino, Q. ROO 92315"	Quintana Roo	26	OCCIDENTE
753069	779303	Alejandro	Zeferino	Arguello	Nájera	6830343932	"Diagonal Marruecos 660 Edif. 691 , Depto. 282 Nueva Guyana, JAL 12437-3970"	Baja California	5	NORTE
3278	235361	Mateo	María José	Alcala	Gaytán	8285843287	"Periférico Distrito Federal 357 321 San Pascual los bajos, SON 65200-8452"	Coahuila de Zaragoza	49	NORTE
27420	944026	Alicia	Jonás	Valverde	Monroy	5474886361	"Cerrada Tamaulipas 905 Interior 646 San Magdalena los altos, HGO 89280-1515"	Campeche	27	NORTE
913341	86508	Antonia	Pascual	Riojas	Camarillo	8258570956	"Periférico Emiratos Árabes Unidos 555 343 San Fabiola los altos, MOR 85728"	Chiapas	36	NORTE
475575	107709	Andrés	Arcelia	Gracia	Carvajal	3685633549	"Circunvalación Rojo 468 552 San Mónica los bajos, CAMP 60665"	Guerrero	28	CENTRO
756957	996089	Evelio	Guillermina	Marrero	Ríos	1518999517	"Pasaje del Valle 285 Edif. 480 , Depto. 537 Nueva Ghana, TAB 98479-9735"	Chiapas	19	OCCIDENTE
118120	980468	Yuridia	Wendolin	Batista	Madrid	4939429725	"Boulevard Campeche 975 Interior 846 San Tania los altos, JAL 29726"	Tabasco	35	CENTRO
731165	182002	Socorro	Sessa	Concepción	Vergara	6340603288	"Pasaje Veracruz de Ignacio de la Llave 988 111 San Cynthia de la Montaña, AGS 52478"	Baja California Sur	50	OCCIDENTE
664573	140543	Magdalena	Esperanza	Orosco	Candelaria	1056122684	"Calle Chad 766 Interior 450 San Zeferino los altos, SLP 95159-3597"	Baja California Sur	24	CENTRO
242344	847438	Elena	Elias	Porras	Venegas	6625427654	"Diagonal Chihuahua 100 Interior 991 San Hilda de la Montaña, TLAX 95506"	Aguascalientes	47	NORTE
410047	463273	Hilda	Gonzalo	Bernal	Ponce	9498786428	"Pasaje Italia 564 Edif. 888 , Depto. 329 San María del Carmen los bajos, GTO 77220-4310"	Guerrero	40	SUR
677272	793286	Irene	Emilia	Montaño	Rosas	9623869083	"Pasaje Uribe 986 Edif. 250 , Depto. 605 San Alvaro los altos, SIN 28430"	Distrito Federal	33	NORTE
125309	720021	Natalia	Ramón	Badillo	Bétancourt	8419196299	"Circuito Libia 888 Interior 930 Vieja República Dominicana, ZAC 81213-1534"	Michoacán de Ocampo	43	OCCIDENTE
460820	363489	Oswaldo	Lucas	Marrero	Navarrete	3799978538	"Andador Sur Montemayor 311 Edif. 579 , Depto. 549 Nueva Eslovaquia, PUE 06946-4516"	Chihuahua	47	OCCIDENTE
146800	489896	Germán	Mauricio	Farías	Gastélum	6215791819	"Boulevard Pakistán 545 Edif. 437 , Depto. 042 San Frida de la Montaña, TAB 52918-6294"	Durango	24	CENTRO
439072	987818	Alicia	Pamela	Lira	Mascareñas	2966075729	"Continuación Hungría 116 Interior 297 San Lilia los bajos, JAL 43105-8820"	Guanajuato	10	NORTE
958740	989967	Antonio	Pilar	Arguello	Casas	1504771588	"Calle Norte Bétancourt 341 Interior 108 Vieja Antigua y Barbuda, PUE 17681"	México	9	CENTRO
309229	909090	Mitzy	Cornelio	Badillo	Ojeda	8631722541	"Ampliación Suecia 830 714 Nueva Chipre, VER 57602"	Baja California	23	OCCIDENTE
42771	911193	Angélica	Mario	Benítez	Candelaria	3305097332	"Cerrada Godínez 925 400 San Benito los altos, TAMPS 59261-1382"	Aguascalientes	37	NORTE
740130	408392	Minerva	Alonso	Almanza	Matos	1415834718	"Calzada Zacatecas 220 654 Nueva República Árabe Siria, BC 52103"	Yucatán	2	NORTE
831410	400010	Rosario	Violeta	Valentín	Saldaña	3626708177	"Avenida Meza 215 649 Nueva Federación de Rusia, SIN 31882-8992"	Baja California Sur	26	OCCIDENTE
752512	439596	Miguel	Isabel	Abrego	Garay	9054321874	"Callejón Sur Jáquez 877 Interior 499 San Claudio de la Montaña, TAB 64699-4665"	Colima	13	OCCIDENTE
267571	748533	Dalia	Eloisa	Mejía	Espinoza	8290389066	"Circunvalación Bangladesh 140 Interior 245 Nueva Tuvalu, MEX 42347-8385"	Guanajuato	38	SUR
770041	180349	Victoria	Víctor	Piña	Bermúdez	7503129163	"Pasaje Norte Enríquez 729 Interior 781 San Patricio los bajos, SIN 94468"	Colima	18	NORTE
410973	543326	Sonia	Ángel	Magaña	Villa	9671378885	"Corredor Eslovaquia 380 Interior 825 Nueva Belarús, CAMP 35822-2152"	Distrito Federal	41	OCCIDENTE
49435	334981	Noelia	Esparta	Robledo	Toledo	5045520372	"Viaducto Hidalgo 097 Interior 718 San Ramiro los bajos, DGO 25856-8385"	Aguascalientes	20	OCCIDENTE
765125	488348	Pascual	Anabel	Salcido	Vela	3722223522	"Callejón Norte Quezada 798 Edif. 618 , Depto. 921 Nueva Guyana, SON 44707-8406"	San Luis Potosí	33	OCCIDENTE
226217	675693	Elena	Micaela	Sevilla	Quintanilla	9376082560	"Eje vial Sur Escobar 695 Edif. 630 , Depto. 493 Vieja Uganda, SIN 30921-3707"	Campeche	42	NORTE
15024	205768	Marisol	Rufino	Laboy	Ochoa	6719877371	"Periférico Nayarit 129 258 San Serafín los altos, MICH 18289-7245"	Hidalgo	2	NORTE
563392	264943	Adán	Juan	Otero	Segura	9284901826	"Prolongación Morelos 618 Edif. 421 , Depto. 853 San José Manuél de la Montaña, GRO 96946"	Guerrero	5	CENTRO
599838	552963	Bianca	Alonso	Palomino	Rascón	1658242471	"Andador Azerbaiyán 913 Edif. 738 , Depto. 201 Nueva Bulgaria, TAB 11002-7446"	Colima	4	OCCIDENTE
956566	965516	Graciela	Wilfrido	Apodaca	Corrales	8452228614	"Viaducto Lozada 612 Edif. 721 , Depto. 346 San Rosa los altos, DGO 91028"	Durango	50	OCCIDENTE
824670	333787	José	Octavio	Concepción	Manzanares	9275193515	"Viaducto Hungría 102 Interior 134 San Rubén los bajos, Q. ROO 84579-2465"	Tamaulipas	37	CENTRO
911908	321950	Antonia	Minerva	Tafoya	Uribe	9480151635	"Diagonal Sur Ozuna 015 Interior 450 Nueva Estonia, SIN 48801-0031"	México	16	SUR
124234	147852	Berta	Virginia	Mejía	Cintrón	6109162692	"Circunvalación Serrato 105 478 Vieja Estonia, NL 71943"	Zacatecas	29	OCCIDENTE
14683	806360	Karla	Oswaldo	Rodarte	Cepeda	4783627711	"Circuito Sur Olivo 742 Interior 970 Nueva Egipto, JAL 90230"	Guanajuato	15	OCCIDENTE
862350	729839	Francisca	Zoé	Valverde	del Valle	6511741075	"Privada Mauritania 053 Interior 716 San Hermelinda los altos, BCS 71994-5170"	Tabasco	26	CENTRO
957815	293808	Ana	Daniela	Orta	Rocha	8633934073	"Retorno Bangladesh 378 015 Vieja Portugal, COL 79356-6441"	Coahuila de Zaragoza	35	NORTE
370643	461870	Víctor	Luis Manuel	Juárez	Orta	5717918024	"Boulevard Sur Oquendo 137 Interior 652 Vieja República Checa, DF 42353-2902"	Durango	2	OCCIDENTE
297903	946771	Arturo	Barbara	Casanova	Aguilera	1190994258	"Diagonal Escobar 124 099 Nueva Honduras, SIN 84223-5746"	Yucatán	26	SUR
146506	816541	Nancy	Elvia	Esquibel	Hidalgo	4067308132	"Privada Campeche 275 453 Nueva Arabia Saudita, TAMPS 51643"	Tamaulipas	20	NORTE
798101	50000	Felix	Camilo	Armas	Benítez	4357754345	"Cerrada Tabasco 449 Interior 826 Nueva Islandia, OAX 12053"	México	37	CENTRO
886682	238099	Magdalena	Esther	Urías	Ocampo	2729147904	"Circuito Tabasco 759 Interior 129 Nueva Montenegro, BC 16196"	Chiapas	33	SUR
766571	463935	Anel	Asunción	Reynoso	Coronado	8415396977	"Ampliación Candelaria 152 455 Nueva Cuba, GRO 85366"	Zacatecas	4	OCCIDENTE
712114	849691	Rosa	Perla	Contreras	Montaño	8596592187	"Periférico San Luis Potosí 534 Interior 685 San Esmeralda de la Montaña, COL 95437"	Guerrero	7	OCCIDENTE
705989	12498	Wilfrido	Mario	Alvarado	Aparicio	2286534941	"Peatonal Sur Saiz 741 808 San Tania los bajos, Q. ROO 49886-6261"	Oaxaca	28	SUR
252711	204611	Indira	Bernardo	Luna	Tamayo	4765538456	"Prolongación Yucatán 568 651 San Omar de la Montaña, COL 34708-3645"	Querétaro	37	OCCIDENTE
605304	467086	Liliana	Nayeli	Carrión	Robles	3177431530	"Cerrada Guerrero 052 Interior 546 San Federico los altos, DGO 28969"	Baja California Sur	20	SUR
685150	77967	Micaela	Noelia	Feliciano	Tafoya	7379503509	"Circunvalación Norte Fajardo 252 Interior 926 San Karla los altos, NL 50194-0646"	Puebla	46	OCCIDENTE
318675	591542	Mateo	Angélica	Ríos	Rodrígez	2809826052	"Privada Palau 307 Interior 373 Nueva Azerbaiyán, DF 10484"	Colima	35	SUR
374933	751053	Adalberto	Bernardo	Díaz	Peña	2176025485	"Andador Chiapas 588 917 San Juan los bajos, CHIS 16669-7723"	Sonora	37	CENTRO
706680	223094	Raquel	Camilo	Rocha	Jaime	4687060314	"Corredor República Dominicana 442 Interior 419 Nueva Portugal, AGS 79802"	Oaxaca	2	OCCIDENTE
685994	176470	Fernando	Salma	Anguiano	Ozuna	9754689064	"Periférico Meraz 787 Interior 696 Vieja Kuwait, NL 46892"	San Luis Potosí	2	SUR
305456	490609	Jorge Luis	Ruby	Díaz	Robles	4140366208	"Periférico Veracruz de Ignacio de la Llave 549 128 Vieja Maldivas, PUE 29258"	Chiapas	16	OCCIDENTE
412582	90666	Leonor	Lucía	Galarza	Borrego	9487410426	"Peatonal Norte Ponce 114 539 Vieja Santo Tomé y Príncipe, CAMP 88200-2629"	Durango	14	CENTRO
927468	13243	Sara	Abraham	Hinojosa	Bustos	8212880180	"Ampliación Veracruz de Ignacio de la Llave 460 Edif. 406 , Depto. 761 San Miriam los bajos, QRO 00094"	Tamaulipas	29	NORTE
111197	331568	Esperanza	Salma	Frías	Partida	6110435351	"Boulevard República Federal Democrática de Nepal 912 Edif. 118 , Depto. 812 San Esteban los bajos, YUC 98394-4343"	Querétaro	43	NORTE
789052	528511	Israel	Asunción	Quesada	Vergara	3069991472	"Peatonal República Unida de Tanzanía 875 Edif. 674 , Depto. 668 Vieja Mozambique, BC 68294-7841"	Nuevo León	25	NORTE
183013	835823	Soledad	Pamela	Cordero	Cortés	8509597383	"Diagonal Michoacán de Ocampo 462 Interior 836 San Jaime los bajos, MOR 15249"	Baja California	25	NORTE
901025	470198	Emilia	Horacio	Bahena	Valverde	4328251741	"Circunvalación Dinamarca 946 Interior 508 Nueva Sierra Leona, HGO 72650-0869"	Guanajuato	44	OCCIDENTE
984197	379683	María Eugenia	Patricio	Alemán	Garza	9981203112	"Andador Canadá 449 Interior 509 Vieja Estonia, JAL 75998-1443"	Chihuahua	38	NORTE
989503	740938	Dolores	Mauro	Jasso	Niño	6504941172	"Boulevard Guerrero 956 Interior 844 Vieja Australia, NAY 50621-1487"	Tamaulipas	31	OCCIDENTE
420473	162704	Paola	Héctor	Mares	Carrasco	2877030035	"Pasaje Norte Posada 628 Edif. 651 , Depto. 091 San Francisco los bajos, TAB 12600"	Guanajuato	38	OCCIDENTE
686032	754838	Emilia	Liliana	Nieves	Barrientos	8669921083	"Calzada Querétaro 443 Interior 842 San Vicente de la Montaña, DGO 84579-1473"	Guanajuato	21	OCCIDENTE
157028	262887	Mitzy	Gilberto	Grijalva	Jaramillo	2173671764	"Viaducto Chihuahua 093 396 Nueva Angola, Q. ROO 91821-7293"	Tamaulipas	3	NORTE
344658	779420	Victoria	Reina	Godoy	Adame	8057857916	"Calzada Sur Gollum 335 Edif. 881 , Depto. 122 Vieja Georgia, QRO 41869"	Guanajuato	16	NORTE
956171	1726	Esperanza	Jesús	Galindo	Collado	9054646197	"Corredor Michoacán de Ocampo 218 Interior 504 San Modesto de la Montaña, PUE 72057-8030"	Quintana Roo	24	SUR
707693	199955	Anel	Barbara	Menéndez	Reyna	1077829742	"Retorno India 147 Edif. 433 , Depto. 678 Nueva Mozambique, TAMPS 51476-6357"	Sonora	48	NORTE
389303	769460	Carlos	Ángel	Avilés	Matías	6582115972	"Eje vial Colón 299 Interior 628 San Ilse los altos, GTO 12548"	Puebla	38	SUR
942106	148201	Laura	Iván	Quiñones	Esquibel	9466981989	"Privada Sur del Valle 612 297 Vieja Francia, MICH 16549-6780"	San Luis Potosí	25	OCCIDENTE
37612	281471	Tomás	Marcos	Huerta	Gómez	5702458753	"Calle Norte Cuellar 479 Edif. 770 , Depto. 967 San Emilia de la Montaña, QRO 28364-2675"	Chiapas	4	OCCIDENTE
361495	713709	Alfredo	Evelio	Regalado	Sierra	6196318388	"Retorno Sur Porras 938 913 San Rosalia de la Montaña, MICH 74527"	Baja California	35	CENTRO
444350	388526	Alberto	Mayte	Arellano	Valentín	4214471070	"Periférico Norte Amaya 994 Interior 385 San Rubén los bajos, GRO 72551-5716"	Tabasco	17	OCCIDENTE
598762	178090	Sandra	Sessa	Rico	de la Fuente	6831795145	"Prolongación Sur Vela 127 719 San Nayeli los altos, SLP 31452-3750"	Veracruz de Ignacio de la Llave	34	OCCIDENTE
981898	725048	Eva	Josefina	Ordóñez	Benítez	2388109670	"Avenida Veracruz de Ignacio de la Llave 298 253 Vieja Botswana, CAMP 98832-3561"	Guerrero	44	OCCIDENTE
49716	681771	Salma	Leonor	Montes	Acuña	7836683878	"Circuito Sur Camacho 053 Interior 383 Nueva Côte d'Ivoire, JAL 50044-7823"	Nuevo León	46	NORTE
84556	384938	Raúl	Marisela	Valladares	Solorzano	4403019439	"Circunvalación Norte Quintanilla 554 Interior 951 Vieja Letonia, BCS 69127-2100"	Aguascalientes	7	NORTE
817158	379985	Marisol	Jorge Luis	Apodaca	Rosales	1197903143	"Prolongación Santiago 328 586 Vieja Argentina, HGO 16906-2171"	Guerrero	49	SUR
1545	80157	Itzel	Caridad	Olvera	Alcaraz	3763084153	"Ampliación Guinea Bissau 531 Interior 327 San Delia de la Montaña, ZAC 25271-0136"	Baja California	44	OCCIDENTE
558108	164000	Angélica	Maximiliano	Sauceda	Pedroza	2514792317	"Eje vial Niger 563 Interior 382 San Celia los altos, NL 64489"	Hidalgo	33	SUR
507890	677971	Rebeca	Mario	Ulloa	Granados	8974477426	"Boulevard Nayarit 604 Edif. 239 , Depto. 578 Nueva Gambia, DGO 03740-5954"	Sonora	46	NORTE
197421	295257	Paola	Esparta	Cardona	Ríos	3438235081	"Eje vial Rwanda 741 808 San Cristobal de la Montaña, TLAX 57418-4741"	Aguascalientes	21	CENTRO
614106	264583	Trinidad	Cynthia	Luevano	Echeverría	3900845772	"Andador Estonia 329 Interior 156 San Paola de la Montaña, MEX 08856-8205"	Aguascalientes	26	CENTRO
305252	715118	Abigail	Norma	Benavides	Prado	5933231977	"Peatonal Casárez 984 Interior 083 San Amelia los altos, ZAC 52782-4825"	Colima	49	NORTE
106677	49268	Hilda	Marisol	Macías	Gálvez	4266734062	"Circunvalación Malave 255 Interior 934 San Octavio los altos, HGO 93226"	Guanajuato	42	CENTRO
212525	709688	Silvia	Augusto	Vázquez	Riojas	9190049301	"Calle Granado 638 Edif. 779 , Depto. 161 San Benito los altos, NL 37514-8044"	Hidalgo	36	OCCIDENTE
986912	443570	Óliver	Martín	Valles	Covarrubias	8712144256	"Corredor Estados Unidos de América 982 Edif. 636 , Depto. 871 San Marisol los altos, Q. ROO 36623"	Chiapas	24	CENTRO
104504	613805	Elsa	Rosa	Madera	Domínguez	3462617968	"Periférico Campeche 931 Interior 208 Nueva Granada, BC 61095-1616"	Distrito Federal	11	CENTRO
162670	291320	Araceli	Sergio	Gollum	Naranjo	7620749406	"Calzada Fiji 445 Interior 931 San Pascual los altos, SON 51970"	Durango	6	OCCIDENTE
183297	181264	María del Carmen	Mónica	Maya	Vigil	6263879538	"Retorno Croacia 060 Interior 896 Vieja Islandia, AGS 67773-6656"	Veracruz de Ignacio de la Llave	13	CENTRO
120641	414340	Yeni	Cristina	Velázquez	Flores	8869097744	"Calle San Luis Potosí 230 Interior 644 Nueva Sudán, SLP 62934-5271"	Zacatecas	20	NORTE
397560	426837	Elsa	Mauricio	Peres	Rendón	5542718910	"Peatonal Norte de la Rosa 117 Edif. 799 , Depto. 756 San Carmen de la Montaña, DF 27437"	Campeche	29	SUR
893698	566734	Cornelio	Enrique	Girón	Merino	6926444737	"Corredor Sur Abrego 903 Interior 467 Nueva Fiji, HGO 10126"	Veracruz de Ignacio de la Llave	34	OCCIDENTE
631082	995790	Maximiliano	Asunción	Hernández	de Anda	6494318187	"Eje vial Norte Montero 667 Interior 645 San Carla los altos, JAL 50753"	San Luis Potosí	2	SUR
736985	620639	Lucía	Estela	Ramos	Sanches	8529242774	"Periférico Vargas 990 Interior 205 Nueva Etiopía, COAH 17213-2804"	Tabasco	13	OCCIDENTE
744754	278595	Ramiro	Asunción	Tijerina	Cuellar	8128470561	"Eje vial del Río 275 Interior 928 Vieja India, Q. ROO 97452-4265"	Aguascalientes	29	SUR
205043	138255	Isabela	Rubén	Noriega	Ballesteros	7721732679	"Circuito Sur Gil 972 Interior 815 San Clara de la Montaña, DGO 44238-4876"	Puebla	11	CENTRO
250995	683730	Alberto	Eduardo	Alva	Gamboa	1533802488	"Continuación Angulo 292 Interior 848 San Maximiliano de la Montaña, CAMP 15525-7601"	Campeche	37	NORTE
505599	377357	Gilberto	Juan Carlos	Mota	Zapata	1181166121	"Privada Quintana Roo 298 835 Vieja India, DGO 29432"	Colima	13	OCCIDENTE
535886	654752	Iván	Cornelio	Laureano	Alcala	4647241075	"Circuito Baja California 991 Interior 382 Nueva Angola, CHIS 83756"	Tabasco	12	SUR
592111	918762	Salvador	Lucas	Velásquez	Guevara	5848428677	"Pasaje Albania 597 Interior 365 Vieja República Centroafricana, MICH 32462"	Yucatán	36	CENTRO
893643	170292	Pamela	Carla	Valles	Solorio	7491146880	"Cerrada Garza 906 Interior 441 Nueva Argentina, DF 51507-3772"	Chihuahua	2	NORTE
529162	29431	Olivia	Alberto	Domínguez	Alejandro	2972963350	"Corredor Sur Zavala 550 980 Vieja Bosnia y Herzegovina, CHIS 24193"	Sonora	8	OCCIDENTE
349867	820630	José Luis	Rolando	Lozano	Carrillo	5200050678	"Prolongación Liberia 166 813 Nueva Jamaica, BCS 54900-8273"	Zacatecas	6	SUR
898139	241566	Tomás	Zeferino	Cortés	Valle	9271725415	"Retorno Sur Perea 978 Interior 440 San Gabriela los bajos, VER 88218-2274"	Aguascalientes	32	SUR
291180	317407	Octavio	Delia	Sisneros	Rico	1651267488	"Eje vial Mozambique 516 Interior 503 San Yolanda los altos, OAX 73590"	Tlaxcala	39	CENTRO
681354	313652	Evelio	Carlos	Montoya	Zaragoza	7683594152	"Avenida Sur Vaca 036 198 San Amanda de la Montaña, MOR 37921"	Durango	21	OCCIDENTE
179095	866487	Rebeca	Josefina	Velázquez	Maya	3829086284	"Retorno Garza 412 Edif. 231 , Depto. 216 San Ana los altos, TLAX 16935-3543"	Quintana Roo	7	OCCIDENTE
161212	798906	Leticia	Adalberto	Carrero	Badillo	4663761194	"Andador Rumania 933 183 San Hernán los altos, DGO 64777"	Colima	47	CENTRO
457287	834600	Hugo	Renato	Saiz	Linares	9622445272	"Diagonal Norte Gil 818 Edif. 514 , Depto. 897 Nueva Eslovaquia, OAX 71265-5007"	Guanajuato	5	NORTE
128156	371898	Bernardo	Yeni	Urbina	Baca	1605530971	"Corredor Alonso 353 Interior 812 San Jaqueline de la Montaña, PUE 87944-9980"	Coahuila de Zaragoza	5	SUR
960272	562623	Dulce	Leonardo	Salgado	Rico	6898819234	"Ampliación Campeche 511 589 Nueva Singapur, TAB 52534"	Chiapas	11	SUR
567700	960479	Elisa	Diego	Alonso	Carrión	1913251998	"Viaducto Sur Arriaga 987 792 San Cecilia de la Montaña, CHIH 35925-1577"	Tlaxcala	1	NORTE
865746	714959	María del Carmen	Héctor	Godoy	Durán	3021107659	"Calzada Sur Lozada 236 Interior 908 San Indira los altos, COAH 57319"	Coahuila de Zaragoza	15	OCCIDENTE
192977	32987	Paulina	Pilar	de Anda	Aguayo	4705504887	"Andador Norte Villarreal 889 Interior 862 San Rebeca los altos, GTO 24260-1300"	Baja California	15	NORTE
223229	975339	Pamela	Arcelia	Quiñónez	Griego	8146138180	"Eje vial Norte Espinal 769 Interior 948 Nueva Nauru, ZAC 73117"	Morelos	3	SUR
440396	617792	Esther	Alfredo	Pedraza	Cadena	3925431415	"Periférico Kirguistán 012 Interior 905 San Gonzalo de la Montaña, CAMP 05618"	Yucatán	3	CENTRO
338292	72189	Berta	Caridad	Navarro	Zamudio	1040937248	"Peatonal Congo 934 Edif. 467 , Depto. 477 Nueva Serbia, NAY 80854"	Nayarit	34	OCCIDENTE
163725	540259	Barbara	Esteban	Luevano	Narváez	3967425414	"Calzada Finlandia 383 665 San Bernabé los altos, COL 75998-3315"	México	6	CENTRO
939318	577982	Luis Miguel	Patricio	Vélez	Díaz	1796714779	"Pasaje Sur Beltrán 559 153 San Gabriela los bajos, ZAC 57867"	Nuevo León	35	OCCIDENTE
86022	657023	Bianca	Amalia	Aguilar	Brito	9495748241	"Calle Papua Nueva Guinea 129 Edif. 743 , Depto. 867 San Liliana de la Montaña, SLP 31479-7133"	Chihuahua	49	NORTE
249625	973048	Irma	Augusto	Cavazos	Tirado	9991752020	"Pasaje Ibarra 128 Edif. 976 , Depto. 487 Vieja Eslovaquia, GRO 14693-5884"	Jalisco	16	CENTRO
974790	67574	César	Carla	Salazar	Heredia	6728666209	"Boulevard Sur Vásquez 851 Interior 224 San Oswaldo los bajos, ZAC 24630-9570"	Puebla	33	OCCIDENTE
909823	368425	Hilda	Beatriz	Alarcón	Robledo	9596537867	"Privada Casares 009 Interior 907 San Arturo de la Montaña, YUC 94753"	Jalisco	14	OCCIDENTE
448991	713139	María Teresa	Bianca	Monroy	Cano	2678872448	"Viaducto Montañez 902 003 San Lourdes los altos, NAY 43180-3093"	Guerrero	15	OCCIDENTE
40626	525994	María	Eugenio	Archuleta	Partida	9806641709	"Ampliación Botswana 033 700 Nueva Burkina Faso, QRO 81174"	México	23	CENTRO
532961	564524	Genaro	Benjamín	Hernandes	Cuellar	1357430412	"Prolongación Nueva Zelandia 605 Edif. 888 , Depto. 305 San Camila los altos, MICH 80468"	Chiapas	34	NORTE
153846	866410	Nicolás	Arcelia	Concepción	Ríos	1461399174	"Calle Puga 409 Edif. 560 , Depto. 610 San Sessa los bajos, TAB 90604-8086"	Guanajuato	25	OCCIDENTE
883931	483100	Hernán	Tania	Pedroza	Barajas	1209350516	"Pasaje Bulgaria 761 Interior 781 San Georgina de la Montaña, QRO 70101"	Chiapas	9	OCCIDENTE
889208	810530	Rosario	Clemente	Villegas	Soto	6912333432	"Diagonal Sur Miramontes 894 458 San Adriana los bajos, TAMPS 14908"	México	47	NORTE
501743	951835	Luisa	Oswaldo	Carrero	Pabón	8721737440	"Pasaje Durango 362 Interior 180 Nueva Sri Lanka, SLP 51994-5312"	Campeche	47	OCCIDENTE
499286	367375	Carolina	Jorge	Rojo	Longoria	9815828450	"Andador Paraguay 380 679 San Ernesto los bajos, MICH 23739"	Distrito Federal	15	SUR
548188	779624	Uriel	Patricio	Negrón	Armas	3284688599	"Diagonal Liberia 166 Edif. 931 , Depto. 591 Nueva Liberia, BC 50759-9101"	Querétaro	19	NORTE
441752	209155	Blanca	Margarita	Fierro	Montenegro	5319119321	"Pasaje Norte de Jesús 432 334 Nueva Cuba, NAY 18254-4024"	Nayarit	36	NORTE
414130	803084	Zeferino	Carlota	Quezada	Saavedra	4756201353	"Pasaje Distrito Federal 687 334 San Estela los bajos, NAY 18375"	Puebla	16	SUR
664501	21990	Francisco	Anabel	Centeno	Espinal	2035549585	"Periférico Villagómez 391 Edif. 947 , Depto. 548 San Karina los altos, PUE 50593-8948"	Guanajuato	15	SUR
764422	927497	Ana Luisa	Hilda	Almanza	de Jesús	7177343256	"Continuación Guanajuato 360 Edif. 794 , Depto. 978 Nueva Croacia, ZAC 31921-3899"	Nayarit	32	SUR
158985	35117	Zoé	Wilfrido	del Río	Esquibel	9258991350	"Retorno del Río 719 433 San Ignacio de la Montaña, ZAC 67834"	Chihuahua	3	CENTRO
256830	421909	Alicia	Indira	Sandoval	Bueno	7560237331	"Diagonal Australia 074 Edif. 720 , Depto. 265 Vieja Pakistán, CHIS 99109"	Puebla	12	SUR
428153	680891	Rosa	Arturo	Altamirano	Gaona	8460109633	"Continuación Botello 972 Interior 865 Nueva Gambia, GRO 36775"	Jalisco	36	CENTRO
546194	617797	Florencia	Marco Antonio	Morales	Arce	7841316947	"Andador Perea 622 730 San Rufino los altos, TLAX 49306"	Durango	7	NORTE
226225	390858	Anabel	Julio	Saldaña	Bermúdez	1750262931	"Circunvalación Regalado 083 Interior 950 Vieja México, SON 30468-3423"	Baja California	18	SUR
273114	185804	Eloy	Frida	Valenzuela	Amaya	2229788181	"Eje vial Nazario 042 123 San Úrsula los bajos, GTO 31428-0793"	Distrito Federal	8	NORTE
46061	125624	Anabel	Óliver	Caraballo	Olmos	9754055453	"Diagonal Sur Orellana 593 Edif. 079 , Depto. 983 San Rubén de la Montaña, TLAX 39833-8239"	Quintana Roo	43	SUR
448131	906856	Esteban	Dolores	Gracia	Rocha	6229435744	"Corredor Nigeria 565 847 Vieja Seychelles, MEX 69961"	Guerrero	8	OCCIDENTE
828811	626970	Natalia	Mayte	Anguiano	Caraballo	4737573368	"Peatonal Tuvalu 136 Interior 925 Nueva República Democrática del Congo, MOR 34529-3635"	Chiapas	4	OCCIDENTE
959128	391557	Karla	José Carlos	Mojica	Cavazos	6451452530	"Avenida Norte Candelaria 648 Interior 221 Vieja Luxemburgo, JAL 28147-4331"	Veracruz de Ignacio de la Llave	15	CENTRO
964005	313190	César	Nancy	Alcaraz	Zepeda	5104847591	"Periférico Sur Lara 756 146 San Alfredo los altos, HGO 05948-7527"	Tamaulipas	31	SUR
339474	696134	Felix	Cristina	Benavídez	Sarabia	7368867859	"Periférico Eritrea 254 Interior 306 San Guadalupe los altos, MEX 41326-7574"	Tlaxcala	11	OCCIDENTE
648995	897970	Débora	Víctor	Magaña	Carrera	6709109926	"Andador Muro 888 Interior 579 Nueva Qatar, MICH 60034-2701"	Guerrero	37	CENTRO
832683	21281	Felix	Mercedes	Limón	Mayorga	3501886087	"Andador Norte Apodaca 804 643 Vieja Burundi, QRO 96414-3320"	Veracruz de Ignacio de la Llave	41	OCCIDENTE
